District,School,Date(s) of Collection,First Day of School (2026-27),SIS/Scheduling Software,Days before start of school schedules are available (Latest possible day),Named Arena Selection Process,Preliminary/Unofficial Schedule Before Summer,Teacher Request Allowed,Days after start of school to submit schedule changes (Earliest possible deadline),Disallowed Reason - To be with a friend,Disallowed Reason - Teacher Changes,Disallowed Reason - Different Lunch period,Disallowed Reason - Elective Change,Disallowed Reason - Dropping an application course after a student has been accepted and enrolled,Disallowed Reason - Dropped Course,Disallowed Reason - Changing between AP and IB,Disallowed Reason - Changing of a privilege period,Disallowed Reason - Improving GPA,AP/Honors/Advanced Level-Down Allowed,Level-Down Deadline/Trigger - End of first 6 weeks,Level-Down Deadline/Trigger - End of first semester,Level-Down Deadline/Trigger - Automatic if Failing After 6 weeks,Level-Down Deadline/Trigger - Teacher Initiated,Reason - Change needed for graduation,Reason - Already completed credit,Reason - Missing/Failed Prerequisites,"Reason - Incomplete Schedule, Duplicate Classes, or other Schedule Error","Reason - Balancing Class Loads, or other School Need",Reason - Did not apply / enrolled by mistake,Reason - Add/Drop Athletics/Performing Arts,Reason - Alignment with College Admission Requirements,Reason - Change Needed to Complete an Endorsement,Reason - Needs Placement in Special Education,"Reason - 504 plan, or ESL/ELL services",Reason - Adjustment for Medical/Physical Health,Reason - Relevant Credit earned in Summer School,Reason - Student Elected or Assigned to Conflicting Activity by the Administration,Reason - Remedial Coursework Needed for State Assessment,Reason - Previously Failed Class with Teacher,Reason - Student Enrolled in Dual-Credit Class,Reason - Teacher Initiated Changes,Reason - ARD Meeting Recommendation,Reason - Student Did Not Meet Standard on STAAR or EOC Exams,Use of Scheduling Software,Teacher Request Prior to Schedule Build,Possible to Switch Core Classes,Notes,source_files,model,coded_date,_pathkey
Harlandale ISD,Harlandale,08/06/26,"Aug 12, 2026",,Not stated,Not stated,Y,Not stated,10 days (end of first ten days of the semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Table contains multiple columns with inconsistent data (software listed as PowerSchool/Skyward/Skyward/Ascender; deadline strictness rated Lenient/Moderate/Moderate/Strict) suggesting multiple respondents or campuses reported together.,Harlandale HS - Harlandale ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Harlandale ISD||HS
Harleton ISD,Harleton HS,"July 28, 2026",August 12,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Data collection form largely incomplete; conflicting answers across sources regarding scheduling software use (some say Yes/No) and deadline strictness ranged from Lenient to Strict; no course-change policy prose was provided.,Harleton ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Harleton ISD||Harleton ISD
Hawkins ISD,Hawkins MS/HS,"July 28, 2026",August 13,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document contains largely blank/unanswered fields; no course-change policy prose was provided, so most fields cannot be inferred.",Hawkins ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Hawkins ISD||Hawkins ISD
Hempstead ISD,Hempstead,08/06/26,"Aug 24, 2026",,"4 days (Aug 20, 2026)",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Course request forms due mid-March; schedule change requests due May 24, 2024 (pre-school-year deadline); after that, changes considered based on availability. Deadline strictness varies by respondent (lenient to strict). Level-change process for Advanced/AP courses detailed in handbook.",Hempstead ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Hempstead ISD||Hempstead ISD
Henderson ISD,Henderson HS,"July 15, 2026",Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Handbook indicates schedule changes at the start of the year are limited to correcting mistakes (not course preference changes); after the first progress report, changes require parent-teacher conference, principal notification, exhausted improvement efforts, and are only made at the end of a nine-week grading period. Deadline strictness rated variably (Lenient/Moderate/Strict) by different respondents.",Henderson ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Henderson ISD||Henderson ISD
Hereford ISD,Hereford,08/06/26,"Aug 19, 2026",,2 days (9th grade); 5-6 days (10-12th),Not stated,Y,Not stated,First week of each semester,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Different campuses/documents report different scheduling software (PowerSchool, Skyward, Ascender); many data fields left blank in source document",Hereford ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Hereford ISD||Hereford ISD
Highland Park ISD,Highland Park,08/06/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Highland Park ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Highland Park ISD||Highland Park ISD
Hillsboro ISD,Hillsboro HS,"July 19, 2026; August 7, 2026",August 11,,"4 days (schedule pickup Aug 7, school starts Aug 11)",Not stated,Not stated,N,End of first full week of school (each semester),Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Y,Y,Y,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Leveling down possible after 6 weeks or after first semester; deadline described as moderate to strict depending on source,Hillsboro ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Hillsboro ISD||Hillsboro ISD
Holliday ISD,Holliday,08/06/26,"Aug 12, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document is a mostly blank data-collection template; only software use, first day of school, and deadline strictness (ranging Lenient to Strict) fields were filled in.",Holliday ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Holliday ISD||Holliday ISD
Hondo ISD,Hondo High School,08/06/26,"Aug 13, 2026",,"1 day (Seniors receive schedules Aug 12, 1 day before FDOC)",Not stated,Not stated,N,4 days (immediate schedule changes must be requested within first four days of school),Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,"Policy states immediate changes must be requested within first 4 days, but also says changes will not be considered after the first two weeks of school; discrepancy noted.",Hondo ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Hondo ISD||Hondo ISD
Hooks ISD,Hooks HS,"July 28, 2026",August 13,,"0 (schedule pickup same day, Aug 13; new students Aug 9)",Not stated,Not stated,Not stated,5 (window is 3rd day through end of 5th day of school),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Deadline strictness rated inconsistently across counselor responses (Lenient/Moderate/Moderate/Strict); no explicit reasons for schedule changes documented.,Hooks ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Hooks ISD||Hooks ISD
Hudson ISD,Hudson HS,"July 16, 2026",August 13,,Not stated,Not stated,Not stated,N,First week of school,Y,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Scheduling software varies by respondent (PowerSchool, Skyward, Ascender); deadline strictness rated Lenient to Strict across responses.",Hudson ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Hudson ISD||Hudson ISD
Hughes Springs ISD,Hughes Springs HS,08/06/26,Not stated,,Not stated,Not stated,Not stated,Not stated,0,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,No schedule changes allowed after the first day of school without principal approval; minimum 5 classes required; students may be assigned 2nd/3rd choice courses due to conflicts.,Hughes Springs ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Hughes Springs ISD||Hughes Springs ISD
Huntington ISD,Huntington HS,08/06/26,"Aug 12, 2026",,"1 day before FDOS (Aug 11, 2026 for Soph/Jr)",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Document contains mostly blank/unanswered fields; no course-change policy prose was included.,Huntington ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Huntington ISD||Huntington ISD
Hutto ISD,Hutto,08/06/26,"Aug 12, 2026",,2 days,Not stated,Not stated,Not stated,5 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Y,Not stated,Y,Y,Y,Y,Not stated,Not stated,Multiple respondent columns largely duplicate the same policy text; deadline strictness rated variably (Lenient/Moderate/Strict) across respondents. Policy sourced from Hutto ISD Secondary Course Guide 26-27.,Hutto ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Hutto ISD||Hutto ISD
Ingleside ISD,Ingleside,08/06/26,"Aug 13, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Schedule changes only occur in extenuating circumstances; parent and administrator approval required.,Ingleside ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Ingleside ISD||Ingleside ISD
Ingram ISD,Ingram Tom Moore HS,"July 19, 2026","August 12, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Document is largely blank/incomplete; most policy questions were not answered. Deadline strictness rated variably (Lenient/Moderate/Strict) across responses.,Ingram ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Ingram ISD||Ingram ISD
Iowa Park CISD,Iowa Park HS,"July 19, 2026 - August 7, 2026",August 13,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Document is a largely blank data-collection template; no policy prose provided on schedule change reasons or deadlines.,Iowa Park CISD Data Collection.docx,claude-sonnet-5,2026-08-25,Iowa Park CISD||Iowa Park CISD
Jacksboro ISD,Jacksboro HS,"July 19, 2026; August 7, 2026","August 12, 2026",,"5 days (Aug 7 pickup, Aug 12 start)",Y,Y,N,7 days (within first week of semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,N,Arena course selection held April 27-30; preliminary schedule viewable before summer; core class changes not allowed unless due to a scheduling mistake; no class offers more than one teacher option.,Jacksboro ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Jacksboro ISD||Jacksboro ISD
Jacksonville ISD,Jacksonville HS,"July 13, 2026; August 7, 2026","August 12, 2026",,"5 days (schedule pickup August 7, school starts August 12)",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Course request changes must be made prior to May 23, 2025; enrollment considered final except for unusual reasons like summer coursework or administrative reasons; software use answers inconsistent across sources (PowerSchool/Skyward/Ascender).",Jacksonville ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Jacksonville ISD||Jacksonville ISD
Jasper ISD,Jasper HS,"July 19, 2026; August 7, 2026",August 13,,Not stated,Not stated,Not stated,Not stated,5 days (5th school day of each semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Y,Not stated,Not stated,"Policy lists narrow set of allowed post-deadline changes: teacher request due to poor performance (with admin approval), level-down from Advanced to regular, ARD decisions, work-program job status changes, seniors losing flex privilege, and 'levelling of class'.",Jasper ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Jasper ISD||Jasper ISD
Joshua ISD,Joshua HS,"July 11, 2026 - August 7, 2026","August 11, 2026",,Not stated,Not stated,Not stated,N,First week of school (form required afterward),Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Uses PowerSchool/Skyward/Ascender for master scheduling; teacher changes generally not allowed unless student had the teacher previously; parent involvement required for schedule change requests via Schedule Change Appeal Form.,Joshua ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Joshua ISD||Joshua ISD
Kaufman ISD,Kaufman HS,"July 13, 2026; August 7, 2026","August 13, 2026",,3 days (August 10 walkthrough),Not stated,Not stated,Not stated,12 days (deadline August 25),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Source columns give conflicting answers on scheduling software use (Yes/Yes/No/No) and list different software (PowerSchool, Skyward, Skyward, Ascender).",Kaufman ISD.docx,claude-sonnet-5,2026-08-25,Kaufman ISD||Kaufman ISD
